name,destination,rate
Afghanistan,93,0.3104
Afghanistan,937,0.3677
Afghanistan - Mobile/Special Services,9370,0.3196
Afghanistan - Mobile/Special Services,9379,0.3196
Albania,355,0.1007
Albania,3554,0.1137
Albania - Mobile/Special Services,35538,0.2705
Albania - Mobile/Special Services,35568,0.2638
Albania - Mobile/Special Services,35569,0.2638
Algeria,213,0.1581
Algeria,2131,0.2032
Algeria,21321,0.1758
Algeria,2136,0.2032
Algeria,21363,0.1828
Algeria,21364,0.1828
Algeria,2139,0.1935
Algeria,21390,0.2032
Algeria,21391,0.2032
Algeria,21392,0.2032
Algeria,21393,0.2032
Algeria - Mobile/Special Services,2135,0.1611
Algeria - Mobile/Special Services,21361,0.1828
Algeria - Mobile/Special Services,21362,0.1828
Algeria - Mobile/Special Services,2137,0.1935
American Samoa,1684,0.0976
American Samoa - Mobile/Special Services,16842,0.0887
Andorra,376,0.0475
Andorra - Mobile/Special Services,3763,0.3435
Andorra - Mobile/Special Services,3764,0.3435
Andorra - Mobile/Special Services,3766,0.3435
Angola,244,0.1711
Angola - Mobile/Special Services,2449,0.2278
Anguilla,1264,0.1025
Anguilla,1264555,1.0401
Anguilla,1264581,0.2874
Anguilla,1264582,0.2874
Anguilla,1264583,0.2874
Anguilla,1264584,0.2874
Anguilla,1264724,0.2874
Anguilla - Mobile/Special Services,1264235,0.2874
Anguilla - Mobile/Special Services,1264469,0.2874
Anguilla - Mobile/Special Services,1264476,0.2874
Anguilla - Mobile/Special Services,1264729,0.2874
Anguilla - Mobile/Special Services,1264772,0.2874
Antarctica,672,1.1051
Antarctica,67211,1.1051
Antarctica,67212,1.1051
Antarctica,6722,1.1051
Antarctica,6724,1.1051
Antigua,1268,0.1502
Antigua,1268222,0.1885
Antigua,1268268,0.1885
Antigua,1268404,0.1716
Antigua,1268480,0.1885
Antigua,1268481,0.1885
Antigua,1268555,0.1885
Antigua,126872,0.1716
Antigua,1268772,0.1716
Antigua,1268779,0.1716
Antigua,1268780,0.1716
Antigua,1268938,0.1716
Antigua - Mobile/Special Services,1268406,0.1716
Antigua - Mobile/Special Services,1268409,0.1716
Antigua - Mobile/Special Services,1268464,0.1716
Antigua - Mobile/Special Services,1268723,0.1885
Antigua - Mobile/Special Services,1268724,0.1885
Antigua - Mobile/Special Services,1268725,0.1885
Antigua - Mobile/Special Services,1268726,0.1885
Antigua - Mobile/Special Services,1268727,0.1885
Antigua - Mobile/Special Services,1268728,0.1885
Antigua - Mobile/Special Services,1268729,0.1885
Antigua - Mobile/Special Services,1268739,0.1716
Antigua - Mobile/Special Services,1268764,0.1716
Antigua - Mobile/Special Services,1268770,0.1716
Antigua - Mobile/Special Services,1268771,0.1716
Antigua - Mobile/Special Services,1268773,0.1716
Antigua - Mobile/Special Services,1268774,0.1716
Antigua - Mobile/Special Services,1268775,0.1716
Argentina,54,0.0227
Argentina,54221,0.02
Argentina,54261,0.02
Argentina,54341,0.02
Argentina,54351,0.02
Argentina,54387,0.0201
Argentina - Buenos Aires,5411,0.02
Argentina - Mobile/Special Services,549,0.0973
Argentina - Mobile/Special Services,54911,0.2256
Armenia,374,0.1007
Armenia - Mobile/Special Services,3747,0.2285
Armenia - Mobile/Special Services,3749,0.2285
Armenia - Yerevan,3741,0.0456
Aruba,297,0.1362
Aruba,2971,0.2321
Aruba,297800,0.2321
Aruba - Mobile/Special Services,297127,0.2321
Aruba - Mobile/Special Services,29756,0.2321
Aruba - Mobile/Special Services,29759,0.2321
Aruba - Mobile/Special Services,2976,0.2762
Aruba - Mobile/Special Services,29773,0.2321
Aruba - Mobile/Special Services,29774,0.2321
Aruba - Mobile/Special Services,2979,0.2762
Aruba - Mobile/Special Services,297900,0.2321
Aruba - Mobile/Special Services,29791,0.2321
Aruba - Mobile/Special Services,29796,0.2321
Aruba - Mobile/Special Services,29799,0.2321
Aruba - Mobile/Special Services,297990,0.2321
Aruba - Mobile/Special Services,297992,0.2321
Aruba - Mobile/Special Services,297993,0.2321
Aruba - Mobile/Special Services,297994,0.2321
Aruba - Mobile/Special Services,297995,0.2321
Aruba - Mobile/Special Services,297996,0.2321
Aruba - Mobile/Special Services,297997,0.2321
Aruba - Mobile/Special Services,297998,0.2321
Aruba - Mobile/Special Services,297999,0.2321
Ascension Island,247,0.5522
Australia,61,0.02
Australia,6181,0.2039
Australia - Melbourne,6138,0.02
Australia - Melbourne,6139,0.02
Australia - Mobile/Special Services,6107,0.1514
Australia - Mobile/Special Services,6108,0.1514
Australia - Mobile/Special Services,611,0.1514
Australia - Mobile/Special Services,614,0.1514
Australia - Mobile/Special Services,615,0.1514
Australia - Sydney,6128,0.02
Australia - Sydney,6129,0.02
Austria,43,0.0207
Austria,4350,0.3607
Austria,4357,0.3607
Austria,4359,0.3607
Austria,43644,0.2985
Austria,4366,0.2985
Austria - Mobile/Special Services,43454,0.2985
Austria - Mobile/Special Services,43650,0.2465
Austria - Mobile/Special Services,43660,0.3932
Austria - Mobile/Special Services,43661,0.3932
Austria - Mobile/Special Services,43663,0.1979
Austria - Mobile/Special Services,43664,0.1979
Austria - Mobile/Special Services,43665,0.3932
Austria - Mobile/Special Services,43666,0.1979
Austria - Mobile/Special Services,43667,0.3932
Austria - Mobile/Special Services,43668,0.3932
Austria - Mobile/Special Services,43669,0.1979
Austria - Mobile/Special Services,43676,0.2403
Austria - Mobile/Special Services,43678,0.2985
Austria - Mobile/Special Services,4368,0.2985
Austria - Mobile/Special Services,43699,0.2485
Austria - Mobile/Special Services,43710,0.2985
Austria - Mobile/Special Services,43711,0.2985
Austria - Mobile/Special Services,43720,0.2985
Austria - Mobile/Special Services,43730,0.2985
Austria - Mobile/Special Services,43740,0.2985
Austria - Mobile/Special Services,43780,0.2985
Austria - Mobile/Special Services,438,0.02
Austria - Mobile/Special Services,439,0.2985
Austria - Vienna,431,0.0202
Azerbaijan,994,0.1392
Azerbaijan,99440,0.2004
Azerbaijan,99470,0.2004
Azerbaijan - Mobile/Special Services,99450,0.2004
Azerbaijan - Mobile/Special Services,99455,0.2004
Bahamas,1242555,1.0401
Bahamas - Mobile/Special Services,1242357,0.0422
Bahamas - Mobile/Special Services,1242359,0.0422
Bahamas - Mobile/Special Services,1242427,0.0422
Bahamas - Mobile/Special Services,1242457,0.0422
Bahamas - Mobile/Special Services,1242477,0.0422
Bahamas - Mobile/Special Services,1242557,0.0422
Bahrain,973,0.0838
Bahrain,9733,0.1311
Bahrain - Mobile/Special Services,9739,0.1311
Bangladesh,880,0.156
Bangladesh - Chittagong,88031,0.156
Bangladesh - Dhaka,8802,0.156
Bangladesh - Mobile/Special Services,8801,0.156
Bangladesh - Sylhet,880821,0.156
Barbados,1246,0.1589
Barbados,124625,0.2535
Barbados - Mobile/Special Services,124623,0.2535
Barbados - Mobile/Special Services,124624,0.2535
Barbados - Mobile/Special Services,124626,0.2535
Barbados - Mobile/Special Services,1246446,0.3235
Barbados - Mobile/Special Services,1246447,0.3235
Barbados - Mobile/Special Services,1246448,0.3235
Barbados - Mobile/Special Services,1246449,0.3235
Barbados - Mobile/Special Services,124645,0.2535
Barbados - Mobile/Special Services,124652,0.2535
Barbados - Mobile/Special Services,124682,0.2535
Belarus,375,0.2513
Belarus,3750,0.2598
Belarus,37517,0.2513
Belarus,37525,0.2883
Belarus,37560,0.2598
Belarus,37580,0.2598
Belarus,375810,0.2598
Belarus,375820,0.2598
Belarus,375902,0.2598
Belarus - Minsk,375172,0.2532
Belarus - Minsk,375175,0.2532
Belarus - Mobile/Special Services,37529,0.2598
Belgium,32,0.02
Belgium,3288,0.3133
Belgium,3290,0.3133
Belgium,3295,0.3133
Belgium,3296,0.3133
Belgium,3298,0.3133
Belgium - Brussels,322,0.02
Belgium - Mobile/Special Services,3244,0.2308
Belgium - Mobile/Special Services,3245,0.2308
Belgium - Mobile/Special Services,3247,0.2302
Belgium - Mobile/Special Services,3248,0.3263
Belgium - Mobile/Special Services,3249,0.2796
Belgium - Mobile/Special Services,327,0.2308
Belgium - Mobile/Special Services,3270,0.3133
Belize,501,0.2016
Belize,5012,0.2016
Belize - Mobile/Special Services,5016,0.2847
Benin,229,0.0913
Benin - Mobile/Special Services,22901,0.1165
Benin - Mobile/Special Services,22902,0.1165
Benin - Mobile/Special Services,22903,0.1165
Benin - Mobile/Special Services,22904,0.1165
Benin - Mobile/Special Services,22905,0.1165
Benin - Mobile/Special Services,22906,0.1165
Benin - Mobile/Special Services,22907,0.1165
Benin - Mobile/Special Services,22908,0.1165
Benin - Mobile/Special Services,22909,0.1165
Benin - Mobile/Special Services,22920,0.1165
Benin - Mobile/Special Services,22923,0.1165
Benin - Mobile/Special Services,22928,0.1165
Benin - Mobile/Special Services,22929,0.1165
Benin - Mobile/Special Services,22939,0.1165
Benin - Mobile/Special Services,22940,0.1165
Benin - Mobile/Special Services,22942,0.1165
Benin - Mobile/Special Services,22944,0.1165
Benin - Mobile/Special Services,22945,0.1165
Benin - Mobile/Special Services,22946,0.1165
Benin - Mobile/Special Services,22947,0.1165
Benin - Mobile/Special Services,22948,0.1165
Benin - Mobile/Special Services,22949,0.1165
Benin - Mobile/Special Services,22959,0.1165
Benin - Mobile/Special Services,22960,0.1165
Benin - Mobile/Special Services,22964,0.1165
Benin - Mobile/Special Services,22968,0.1165
Benin - Mobile/Special Services,22969,0.1165
Benin - Mobile/Special Services,22970,0.1165
Benin - Mobile/Special Services,22985,0.1165
Benin - Mobile/Special Services,22986,0.1165
Benin - Mobile/Special Services,22987,0.1165
Benin - Mobile/Special Services,22988,0.1165
Benin - Mobile/Special Services,22989,0.1165
Benin - Mobile/Special Services,2299,0.1165
Bermuda,1441,0.083
Bermuda,1441555,1.0401
Bermuda - Mobile/Special Services,144113,0.0851
Bermuda - Mobile/Special Services,1441150,0.0851
Bermuda - Mobile/Special Services,1441151,0.0851
Bermuda - Mobile/Special Services,1441152,0.0851
Bermuda - Mobile/Special Services,1441153,0.0851
Bermuda - Mobile/Special Services,1441159,0.0851
Bermuda - Mobile/Special Services,144117,0.0851
Bermuda - Mobile/Special Services,1441500,0.0851
Bermuda - Mobile/Special Services,1441501,0.0851
Bermuda - Mobile/Special Services,1441502,0.0851
Bermuda - Mobile/Special Services,1441503,0.0851
Bermuda - Mobile/Special Services,1441504,0.0851
Bermuda - Mobile/Special Services,1441505,0.0851
Bermuda - Mobile/Special Services,1441506,0.0851
Bermuda - Mobile/Special Services,1441507,0.0851
Bermuda - Mobile/Special Services,1441508,0.0851
Bermuda - Mobile/Special Services,1441509,0.0851
Bermuda - Mobile/Special Services,1441510,0.0851
Bermuda - Mobile/Special Services,1441511,0.0851
Bermuda - Mobile/Special Services,1441512,0.0851
Bermuda - Mobile/Special Services,1441513,0.0851
Bermuda - Mobile/Special Services,1441514,0.0851
Bermuda - Mobile/Special Services,1441515,0.0851
Bermuda - Mobile/Special Services,1441516,0.0851
Bermuda - Mobile/Special Services,1441517,0.0851
Bermuda - Mobile/Special Services,1441518,0.0851
Bermuda - Mobile/Special Services,1441519,0.0851
Bermuda - Mobile/Special Services,1441520,0.0851
Bermuda - Mobile/Special Services,1441521,0.0851
Bermuda - Mobile/Special Services,1441522,0.0851
Bermuda - Mobile/Special Services,1441523,0.0851
Bermuda - Mobile/Special Services,1441524,0.0851
Bermuda - Mobile/Special Services,1441525,0.0851
Bermuda - Mobile/Special Services,1441526,0.0851
Bermuda - Mobile/Special Services,1441527,0.0851
Bermuda - Mobile/Special Services,1441528,0.0851
Bermuda - Mobile/Special Services,1441529,0.0851
Bermuda - Mobile/Special Services,1441530,0.0851
Bermuda - Mobile/Special Services,1441531,0.0851
Bermuda - Mobile/Special Services,1441532,0.0851
Bermuda - Mobile/Special Services,1441533,0.0851
Bermuda - Mobile/Special Services,1441534,0.0851
Bermuda - Mobile/Special Services,1441535,0.0851
Bermuda - Mobile/Special Services,1441536,0.0851
Bermuda - Mobile/Special Services,1441537,0.0851
Bermuda - Mobile/Special Services,1441538,0.0851
Bermuda - Mobile/Special Services,1441539,0.0851
Bermuda - Mobile/Special Services,1441590,0.0851
Bermuda - Mobile/Special Services,1441591,0.0851
Bermuda - Mobile/Special Services,1441592,0.0851
Bermuda - Mobile/Special Services,1441593,0.0851
Bermuda - Mobile/Special Services,1441594,0.0851
Bermuda - Mobile/Special Services,1441595,0.0851
Bermuda - Mobile/Special Services,1441596,0.0851
Bermuda - Mobile/Special Services,1441597,0.0851
Bermuda - Mobile/Special Services,1441598,0.0851
Bermuda - Mobile/Special Services,1441599,0.0851
Bhutan,975,0.1788
Bhutan - Mobile/Special Services,97517,0.2071
Bolivia,591,0.1142
Bolivia - Cochabamba,59144,0.0546
Bolivia - La Paz,59122,0.0546
Bolivia - Mobile/Special Services,5911,0.1299
Bolivia - Mobile/Special Services,5917,0.1299
Bolivia - Mobile/Special Services,5919,0.1353
Bolivia - Santa Cruz,59133,0.0546
Bosnia & Herzegovina,387,0.1585
Bosnia & Herzegovina,387304,0.1585
Bosnia & Herzegovina,3873064,0.1585
Bosnia & Herzegovina,3873065,0.1585
Bosnia & Herzegovina,3873070,0.1585
Bosnia & Herzegovina,3873071,0.1585
Bosnia & Herzegovina,3873073,0.1585
Bosnia & Herzegovina,3873074,0.1585
Bosnia & Herzegovina,3873079,0.1585
Bosnia & Herzegovina,3873080,0.1585
Bosnia & Herzegovina,3873087,0.1585
Bosnia & Herzegovina,38731,0.1585
Bosnia & Herzegovina,3873288,0.1585
Bosnia & Herzegovina,3873289,0.1585
Bosnia & Herzegovina,38734,0.1585
Bosnia & Herzegovina,387363,0.1585
Bosnia & Herzegovina,387364,0.1585
Bosnia & Herzegovina,387366,0.1585
Bosnia & Herzegovina,3873677,0.1585
Bosnia & Herzegovina,3873678,0.1585
Bosnia & Herzegovina,387368,0.1585
Bosnia & Herzegovina,38739,0.1585
Bosnia & Herzegovina,387492,0.1585
Bosnia & Herzegovina,387493,0.1585
Bosnia & Herzegovina,387497,0.1585
Bosnia & Herzegovina,3875,0.1585
Bosnia & Herzegovina,3877,0.1735
Bosnia & Herzegovina,3878,0.1735
Bosnia & Herzegovina,3879,0.1735
Bosnia & Herzegovina - Mobile/Special Services,3876,0.1735
Bosnia & Herzegovina - Mobile/Special Services,38761,0.2796
Bosnia & Herzegovina - Mobile/Special Services,38762,0.2796
Bosnia & Herzegovina - Mobile/Special Services,38763,0.2796
Bosnia & Herzegovina - Mobile/Special Services,38765,0.2796
Botswana,267,0.1076
Botswana - Mobile/Special Services,26771,0.2391
Botswana - Mobile/Special Services,26772,0.2391
Brazil,55,0.0457
Brazil,5511,0.054
Brazil,5512,0.054
Brazil,5513,0.054
Brazil,5514,0.054
Brazil,5515,0.054
Brazil,5516,0.054
Brazil,5517,0.054
Brazil,5518,0.054
Brazil,5519,0.054
Brazil,5521,0.054
Brazil,5527,0.054
Brazil,5531,0.054
Brazil,5533,0.054
Brazil,5535,0.054
Brazil,5537,0.054
Brazil,5538,0.054
Brazil,5541,0.054
Brazil,5543,0.054
Brazil,5544,0.054
Brazil,5545,0.054
Brazil,5547,0.054
Brazil,5548,0.054
Brazil,5551,0.054
Brazil,5561,0.054
Brazil,5562,0.054
Brazil,5565,0.054
Brazil,5566,0.054
Brazil,5567,0.054
Brazil,5571,0.054
Brazil,5573,0.054
Brazil,5575,0.054
Brazil,5581,0.054
Brazil,5582,0.054
Brazil,5583,0.054
Brazil,5584,0.054
Brazil,5585,0.054
Brazil,5591,0.054
Brazil,5592,0.054
Brazil,5594,0.054
Brazil,5599,0.054
Brazil - Belo Horizonte,55310,0.02
Brazil - Belo Horizonte,55311,0.02
Brazil - Belo Horizonte,55312,0.02
Brazil - Belo Horizonte,55313,0.02
Brazil - Belo Horizonte,55314,0.02
Brazil - Belo Horizonte,55315,0.02
Brazil - Belo Horizonte,55316,0.02
Brazil - Mobile/Special Services,55007,0.2958
Brazil - Mobile/Special Services,55008,0.2958
Brazil - Mobile/Special Services,55009,0.2958
Brazil - Mobile/Special Services,55017,0.2958
Brazil - Mobile/Special Services,55018,0.2958
Brazil - Mobile/Special Services,55019,0.2958
Brazil - Mobile/Special Services,55027,0.2958
Brazil - Mobile/Special Services,55028,0.2958
Brazil - Mobile/Special Services,55029,0.2958
Brazil - Mobile/Special Services,55037,0.2958
Brazil - Mobile/Special Services,55038,0.2958
Brazil - Mobile/Special Services,55039,0.2958
Brazil - Mobile/Special Services,55047,0.2958
Brazil - Mobile/Special Services,55048,0.2958
Brazil - Mobile/Special Services,55049,0.2958
Brazil - Mobile/Special Services,55057,0.2958
Brazil - Mobile/Special Services,55058,0.2958
Brazil - Mobile/Special Services,55059,0.2958
Brazil - Mobile/Special Services,55067,0.2958
Brazil - Mobile/Special Services,55068,0.2958
Brazil - Mobile/Special Services,55069,0.2958
Brazil - Mobile/Special Services,55077,0.2958
Brazil - Mobile/Special Services,55078,0.2958
Brazil - Mobile/Special Services,55079,0.2958
Brazil - Mobile/Special Services,55087,0.2958
Brazil - Mobile/Special Services,55088,0.2958
Brazil - Mobile/Special Services,55089,0.2958
Brazil - Mobile/Special Services,55097,0.2958
Brazil - Mobile/Special Services,55098,0.2958
Brazil - Mobile/Special Services,55099,0.2958
Brazil - Mobile/Special Services,55107,0.2958
Brazil - Mobile/Special Services,55108,0.2958
Brazil - Mobile/Special Services,55109,0.2958
Brazil - Mobile/Special Services,55110,0.2958
Brazil - Mobile/Special Services,55117,0.2574
Brazil - Mobile/Special Services,55118,0.2574
Brazil - Mobile/Special Services,55119,0.2574
Brazil - Mobile/Special Services,55127,0.2574
Brazil - Mobile/Special Services,55128,0.2574
Brazil - Mobile/Special Services,55129,0.2574
Brazil - Mobile/Special Services,55137,0.2574
Brazil - Mobile/Special Services,55138,0.2574
Brazil - Mobile/Special Services,55139,0.2574
Brazil - Mobile/Special Services,55147,0.2574
Brazil - Mobile/Special Services,55148,0.2574
Brazil - Mobile/Special Services,55149,0.2574
Brazil - Mobile/Special Services,55157,0.2574
Brazil - Mobile/Special Services,55158,0.2574
Brazil - Mobile/Special Services,55159,0.2574
Brazil - Mobile/Special Services,55167,0.2574
Brazil - Mobile/Special Services,55168,0.2574
Brazil - Mobile/Special Services,55169,0.2574
Brazil - Mobile/Special Services,55177,0.2574
Brazil - Mobile/Special Services,55178,0.2574
Brazil - Mobile/Special Services,55179,0.2574
Brazil - Mobile/Special Services,55187,0.2574
Brazil - Mobile/Special Services,55188,0.2574
Brazil - Mobile/Special Services,55189,0.2574
Brazil - Mobile/Special Services,55197,0.2574
Brazil - Mobile/Special Services,55198,0.2574
Brazil - Mobile/Special Services,55199,0.2574
Brazil - Mobile/Special Services,55207,0.2574
Brazil - Mobile/Special Services,55208,0.2574
Brazil - Mobile/Special Services,55209,0.2574
Brazil - Mobile/Special Services,55210,0.2958
Brazil - Mobile/Special Services,55217,0.2574
Brazil - Mobile/Special Services,55218,0.2574
Brazil - Mobile/Special Services,55219,0.2574
Brazil - Mobile/Special Services,55227,0.2574
Brazil - Mobile/Special Services,55228,0.2574
Brazil - Mobile/Special Services,55229,0.2574
Brazil - Mobile/Special Services,55237,0.2574
Brazil - Mobile/Special Services,55238,0.2574
Brazil - Mobile/Special Services,55239,0.2574
Brazil - Mobile/Special Services,55247,0.2574
Brazil - Mobile/Special Services,55248,0.2574
Brazil - Mobile/Special Services,55249,0.2574
Brazil - Mobile/Special Services,55257,0.2574
Brazil - Mobile/Special Services,55258,0.2574
Brazil - Mobile/Special Services,55259,0.2574
Brazil - Mobile/Special Services,55267,0.2574
Brazil - Mobile/Special Services,55268,0.2574
Brazil - Mobile/Special Services,55269,0.2574
Brazil - Mobile/Special Services,55277,0.2574
Brazil - Mobile/Special Services,55278,0.2574
Brazil - Mobile/Special Services,55279,0.2574
Brazil - Mobile/Special Services,55287,0.2574
Brazil - Mobile/Special Services,55288,0.2574
Brazil - Mobile/Special Services,55289,0.2574
Brazil - Mobile/Special Services,55297,0.2574
Brazil - Mobile/Special Services,55298,0.2574
Brazil - Mobile/Special Services,55299,0.2574
Brazil - Mobile/Special Services,55307,0.2574
Brazil - Mobile/Special Services,55308,0.2574
Brazil - Mobile/Special Services,55309,0.2574
Brazil - Mobile/Special Services,55317,0.2574
Brazil - Mobile/Special Services,55318,0.2574
Brazil - Mobile/Special Services,55319,0.2574
Brazil - Mobile/Special Services,55327,0.2574
Brazil - Mobile/Special Services,55328,0.2574
Brazil - Mobile/Special Services,55329,0.2574
Brazil - Mobile/Special Services,55337,0.2574
Brazil - Mobile/Special Services,55338,0.2574
Brazil - Mobile/Special Services,55339,0.2574
Brazil - Mobile/Special Services,55347,0.2574
Brazil - Mobile/Special Services,55348,0.2574
Brazil - Mobile/Special Services,55349,0.2574
Brazil - Mobile/Special Services,55357,0.2574
Brazil - Mobile/Special Services,55358,0.2574
Brazil - Mobile/Special Services,55359,0.2574
Brazil - Mobile/Special Services,55367,0.2574
Brazil - Mobile/Special Services,55368,0.2574
Brazil - Mobile/Special Services,55369,0.2574
Brazil - Mobile/Special Services,55377,0.2574
Brazil - Mobile/Special Services,55378,0.2574
Brazil - Mobile/Special Services,55379,0.2574
Brazil - Mobile/Special Services,55387,0.2574
Brazil - Mobile/Special Services,55388,0.2574
Brazil - Mobile/Special Services,55389,0.2574
Brazil - Mobile/Special Services,55397,0.2574
Brazil - Mobile/Special Services,55398,0.2574
Brazil - Mobile/Special Services,55399,0.2574
Brazil - Mobile/Special Services,55407,0.2574
Brazil - Mobile/Special Services,55408,0.2574
Brazil - Mobile/Special Services,55409,0.2574
Brazil - Mobile/Special Services,55417,0.2574
Brazil - Mobile/Special Services,55418,0.2574
Brazil - Mobile/Special Services,55419,0.2574
Brazil - Mobile/Special Services,55427,0.2574
Brazil - Mobile/Special Services,55428,0.2574
Brazil - Mobile/Special Services,55429,0.2574
Brazil - Mobile/Special Services,55437,0.2574
Brazil - Mobile/Special Services,55438,0.2574
Brazil - Mobile/Special Services,55439,0.2574
Brazil - Mobile/Special Services,55447,0.2574
Brazil - Mobile/Special Services,55448,0.2574
Brazil - Mobile/Special Services,55449,0.2574
Brazil - Mobile/Special Services,55457,0.2574
Brazil - Mobile/Special Services,55458,0.2574
Brazil - Mobile/Special Services,55459,0.2574
Brazil - Mobile/Special Services,55467,0.2574
Brazil - Mobile/Special Services,55468,0.2574
Brazil - Mobile/Special Services,55469,0.2574
Brazil - Mobile/Special Services,55477,0.2574
Brazil - Mobile/Special Services,55478,0.2574
Brazil - Mobile/Special Services,55479,0.2574
Brazil - Mobile/Special Services,55487,0.2574
Brazil - Mobile/Special Services,55488,0.2574
Brazil - Mobile/Special Services,55489,0.2574
Brazil - Mobile/Special Services,55497,0.2574
Brazil - Mobile/Special Services,55498,0.2574
Brazil - Mobile/Special Services,55499,0.2574
Brazil - Mobile/Special Services,55507,0.2574
Brazil - Mobile/Special Services,55508,0.2574
Brazil - Mobile/Special Services,55509,0.2574
Brazil - Mobile/Special Services,55517,0.2574
Brazil - Mobile/Special Services,55518,0.2574
Brazil - Mobile/Special Services,55519,0.2574
Brazil - Mobile/Special Services,55527,0.2574
Brazil - Mobile/Special Services,55528,0.2574
Brazil - Mobile/Special Services,55529,0.2574
Brazil - Mobile/Special Services,55537,0.2574
Brazil - Mobile/Special Services,55538,0.2574
Brazil - Mobile/Special Services,55539,0.2574
Brazil - Mobile/Special Services,55547,0.2574
Brazil - Mobile/Special Services,55548,0.2574
Brazil - Mobile/Special Services,55549,0.2574
Brazil - Mobile/Special Services,55557,0.2574
Brazil - Mobile/Special Services,55558,0.2574
Brazil - Mobile/Special Services,55559,0.2574
Brazil - Mobile/Special Services,55567,0.2574
Brazil - Mobile/Special Services,55568,0.2574
Brazil - Mobile/Special Services,55569,0.2574
Brazil - Mobile/Special Services,55577,0.2574
Brazil - Mobile/Special Services,55578,0.2574
Brazil - Mobile/Special Services,55579,0.2574
Brazil - Mobile/Special Services,55587,0.2574
Brazil - Mobile/Special Services,55588,0.2574
Brazil - Mobile/Special Services,55589,0.2574
Brazil - Mobile/Special Services,55597,0.2574
Brazil - Mobile/Special Services,55598,0.2574
Brazil - Mobile/Special Services,55599,0.2574
Brazil - Mobile/Special Services,55607,0.2574
Brazil - Mobile/Special Services,55608,0.2574
Brazil - Mobile/Special Services,55609,0.2574
Brazil - Mobile/Special Services,55617,0.2574
Brazil - Mobile/Special Services,55618,0.2574
Brazil - Mobile/Special Services,55619,0.2574
Brazil - Mobile/Special Services,55627,0.2574
Brazil - Mobile/Special Services,55628,0.2574
Brazil - Mobile/Special Services,55629,0.2574
Brazil - Mobile/Special Services,55637,0.2574
Brazil - Mobile/Special Services,55638,0.2574
Brazil - Mobile/Special Services,55639,0.2574
Brazil - Mobile/Special Services,55647,0.2574
Brazil - Mobile/Special Services,55648,0.2574
Brazil - Mobile/Special Services,55649,0.2574
Brazil - Mobile/Special Services,55657,0.2574
Brazil - Mobile/Special Services,55658,0.2574
Brazil - Mobile/Special Services,55659,0.2574
Brazil - Mobile/Special Services,55667,0.2574
Brazil - Mobile/Special Services,55668,0.2574
Brazil - Mobile/Special Services,55669,0.2574
Brazil - Mobile/Special Services,55677,0.2574
Brazil - Mobile/Special Services,55678,0.2574
Brazil - Mobile/Special Services,55679,0.2574
Brazil - Mobile/Special Services,55687,0.2574
Brazil - Mobile/Special Services,55688,0.2574
Brazil - Mobile/Special Services,55689,0.2574
Brazil - Mobile/Special Services,55697,0.2574
Brazil - Mobile/Special Services,55698,0.2574
Brazil - Mobile/Special Services,55699,0.2574
Brazil - Mobile/Special Services,55707,0.2574
Brazil - Mobile/Special Services,55708,0.2574
Brazil - Mobile/Special Services,55709,0.2574
Brazil - Mobile/Special Services,55717,0.2574
Brazil - Mobile/Special Services,55718,0.2574
Brazil - Mobile/Special Services,55719,0.2574
Brazil - Mobile/Special Services,55727,0.2574
Brazil - Mobile/Special Services,55728,0.2574
Brazil - Mobile/Special Services,55729,0.2574
Brazil - Mobile/Special Services,55737,0.2574
Brazil - Mobile/Special Services,55738,0.2574
Brazil - Mobile/Special Services,55739,0.2574
Brazil - Mobile/Special Services,55747,0.2574
Brazil - Mobile/Special Services,55748,0.2574
Brazil - Mobile/Special Services,55749,0.2574
Brazil - Mobile/Special Services,55757,0.2574
Brazil - Mobile/Special Services,55758,0.2574
Brazil - Mobile/Special Services,55759,0.2574
Brazil - Mobile/Special Services,55767,0.2574
Brazil - Mobile/Special Services,55768,0.2574
Brazil - Mobile/Special Services,55769,0.2574
Brazil - Mobile/Special Services,55777,0.2574
Brazil - Mobile/Special Services,55778,0.2574
Brazil - Mobile/Special Services,55779,0.2574
Brazil - Mobile/Special Services,55787,0.2574
Brazil - Mobile/Special Services,55788,0.2574
Brazil - Mobile/Special Services,55789,0.2574
Brazil - Mobile/Special Services,55797,0.2574
Brazil - Mobile/Special Services,55798,0.2574
Brazil - Mobile/Special Services,55799,0.2574
Brazil - Mobile/Special Services,55807,0.2574
Brazil - Mobile/Special Services,55808,0.2574
Brazil - Mobile/Special Services,55809,0.2574
Brazil - Mobile/Special Services,55817,0.2574
Brazil - Mobile/Special Services,55818,0.2574
Brazil - Mobile/Special Services,55819,0.2574
Brazil - Mobile/Special Services,55827,0.2574
Brazil - Mobile/Special Services,55828,0.2574
Brazil - Mobile/Special Services,55829,0.2574
Brazil - Mobile/Special Services,55837,0.2574
Brazil - Mobile/Special Services,55838,0.2574
Brazil - Mobile/Special Services,55839,0.2574
Brazil - Mobile/Special Services,55847,0.2574
Brazil - Mobile/Special Services,55848,0.2574
Brazil - Mobile/Special Services,55849,0.2574
Brazil - Mobile/Special Services,55857,0.2574
Brazil - Mobile/Special Services,55858,0.2574
Brazil - Mobile/Special Services,55859,0.2574
Brazil - Mobile/Special Services,55867,0.2574
Brazil - Mobile/Special Services,55868,0.2574
