Aboa Station Antartica;AUTRE;882;;D;;5;456
Somalia;MOBILE;252;+13;C;9;15;153;96;91;86;82
Soudan;FIXE;249;+12;C;9;15;137;50;45;40;36
Soudan;MOBILE;249;+12;C;9;15;153;50;45;40;36
Soudan, Natfonce Mobile;MOBILE;249;+12;;;;;116;111;106;102
Sri Lanka;FIXE;94;+15;C;7;15;137;44;39;34;30
Sri Lanka;MOBILE;94;+15;C;7;15;153;44;39;34;30
Stations Antarctiques (Australia);FIXE;6712;+20;B;5;20;102
Suède;FIXE;46;+11;B;6;20;102;31;26;21;17
Suède;MOBILE;46;+11;B;6;20;119;63;58;53;49
Suisse;FIXE;41;+11;B;6;20;102;31;26;21;17
Suisse;MOBILE;41;+11;B;6;20;119;69;64;59;55
Surinam;FIXE;597;+6;C;9;15;137;51;46;41;37
Surinam;MOBILE;597;+6;C;9;15;153;51;46;41;37
Swaziland;FIXE;268;+12;C;9;15;137;56;51;46;42
Swaziland;MOBILE;268;+12;C;9;15;153;56;51;46;42
Syria;FIXE;963;+13;C;9;15;137;74;69;64;60
Syria;MOBILE;963;+13;C;9;15;153;74;69;64;60
Taiwan;FIXE;886;+18;C;7;15;137;32;27;22;18
Taiwan;MOBILE;886;+18;C;7;15;153;38;33;28;24
Tadjikistan (Rép. du);FIXE;992;+15;C;6;15;137;45;40;35;31
Tadjikistan (Rép. du);MOBILE;992;+15;C;6;15;153;45;40;35;31
Tanzania;FIXE;255;+14;C;9;15;137;68;63;58;54
Tanzania;MOBILE;255;+14;C;9;15;153;68;63;58;54
Tchad;FIXE;235;+11;C;5;15;137;53;48;43;39
Tchad;MOBILE;235;+11;C;5;15;153;53;48;43;39
Tchéque (Rép.);FIXE;420;+11;C;6;15;137;32;27;22;18
Tchéque (Rép.);MOBILE;420;+11;C;6;15;153;47;42;37;33
Thailande;FIXE;66;+17,5;C;7;15;137;38;33;28;24
Thailande;MOBILE;66;+17,5;C;7;15;153;38;33;28;24
Thuraya;AUTRE;882;;D;;5;456;120;115;110;106
Timor Oriental;FIXE;670;+20;;;;;203;198;193;189
Timor Oriental;MOBILE;670;+20;;;;;203;198;193;189
Togo;FIXE;228;+10;C;5;15;137;58;53;48;44
Togo;MOBILE;228;+10;C;5;15;153;58;53;48;44
Tokelau;FIXE;690;+23;B;5;20;102;102;102;102;102
Tokelau;MOBILE;690;+23;B;5;20;119;119;119;119;119
Tonga;FIXE;676;+21;B;5;20;102;53;48;43;39
Tonga;MOBILE;676;+21;B;5;20;119;53;48;43;39
Trinité & Tobago;FIXE;1868;+6;C;9;15;137;41;36;31;27
Trinité & Tobago;MOBILE;1868;+6;C;9;15;153;54;49;44;40
Tunisia ‘;FIXE;216;+11;C;5;15;137;50;45;40;36
Tunisia `;MOBILE;216;+11;C;5;15;153;55;50;45;41
Turkmenistan (Rép. du);FIXE;993;+15;C;6;15;137;44;39;34;30
Turkmenistan (Rép. du);MOBILE;993;+15;C;6;15;153;44;39;34;30
Turques et Caiques (Iles);FIXE;1649;+5;C;9;15;137;45;40;35;31
Turquas at Caiques (Iles);MOBILE;1649;+5;C;9;15;153;51;46;41;37
Turquia;FIXE;90;+13;C;6;15;137;40;35;30;26
Turquie;MOBILE;90;+13;C;6;15;153;62;57;52;48
Tuvalu;FIXE;688;+22;B;5;20;102;98;93;88;84
Tuvalu;MOBILE;688;+22;B;5;20;119;98;93;88;84
Ukraine;FIXE;380;+12;C;6;15;137;42;37;32;28
Ukraine;MOBILE;380;+12;C;6;15;153;44;39;34;30
Uruguay;FIXE;598;+7;C;9;15;137;46;41;36;32
Uruguay;MOBILE;598;+7;C;9;15;153;57;52;47;43
Ouzbekistan (Rép. d');FIXE;998;+14;C;6;15;137;39;34;29;25
Ouzbekistan (Rép. d');MOBILE;998;+14;C;6;15;153;39;34;29;25
Vanuatu;FIXE;678;+21;B;1;20;102;102;98;93;89
Vanuatu;MOBILE;678;+21;B;1;20;119;103;98;93;89
Vénézuéla;FIXE;58;+6;c;9;15;137;36;31;26;22
Vénézuéla;MOBILE;58;+6;C;9;15;153;52;47;42;38
Viergas (Iles · GB);FIXE;1284;+6;C;9;15;137;41;36;31;27
Vierges (Iles - GB);MOBILE;1284;+6;C;9;15;153;41;36;31;27
Vierges (Iles · USA);FIXE;1340;+6;C;9;15;137;32;27;22;18
Vierges (H5 — USA);MOBILE;1340;+6;C;9;15;153;32;27;22;18
Vietnam;FIXE;84;+18;C;7;15;137;59;54;49;45
Vietnam;MOBILE;84;+ 18;C;7;15;153;59;54;49;45; `
Wallis & Futuna;FIXE;681;+21;A;1;30;68;68;68;68;68
Wallis & Futuna;MOBILE;681;+21;A;1;30;85;85;85;85;85
Yémen (Rép. Arabe du);FIXE;967;+13;C;9;15;137;45;40;35;31
Yémen (Rép. Arabe du);MOBILE;967;+13;C;9;15;153;45;40;35;31
Zambie;FIXE;260;+12;C;9;15;137;38;33;28;24
Zambie;MOBILE;260;+12;C;9;15;153;48;43;38;34
Zimbabwe;FIXE;263;+12;C;9;15;137;38;33;28;24
Zimbabwe;MOBILE;263;+12;C;9;15;153;58;53;48;44
